type,text,method
div,← Older posts,bs4
div,"Posted on May 8, 2022 by Anou under Uncategorized",bs4
div,"In November of last year we launched The Pet Lobby in response to export restrictions that affect many painters in Morocco, particularly Nourdin, a member of the Anou community. The quick summary is that each painting shipped from Morocco must go through an onerous process which ultimately requires the approval and signature of the Minister of Culture themselves. Painting by  Nourdin Boukhir So when Nourdine sends one of his hilarious paintings, like this one, it can take 3-6 months before his painting reaches the customer. If you purchased from Nourdine before, you’re likely aware of this problem and managing the collateral of the tedious process was burning out the Anou team. The only positive thing of this whole process was imagining the Minister having to take time out of their important schedule to inspect and sign off on cats licking themselves. We spent years unsuccessfully trying to change the export rules around these paintings, so we were either going to have to stop selling paintings or do what we do best, which is double down on craft and the tools we have available to bring attention to the problem…all with a dash of humor, in good artisan fashion. So we called on all of our supporters to commission paintings of their pets ‘bathing themselves’. Our hope was that we’d generate substantial income for Nourdine while overwhelming the Ministry’s export process with your pets bathing themselves. In other words, either the Minister meets with us to solve this problem, or he’s going to have to spend months looking at all our supporters’ pets bathing themselves. Artisan Leades team posing with some of the paintings from the campaign. Well over $3000 in sales later, national press, and five months of follow ups and leveraging all of your pets for all they were worth, artisan leaders Kenza (Association Tithrite), Rachida Ousbigh (Cooperative Tiglmamin), and Rabha Houari (Association Nahda), finally secured a meeting with the Minister of Culture that took place this week. Moroccan culture minister Mehdi Bensaid receiving a Nourdin painting as a gift handed by Rachida Ousbigh, Anou Artisan Leader. After the artisan leaders presented Anou, explained the export challenges, and after gifting the Minister his own Nourdine painting, the Minister agreed to make the necessary changes to ensure that Nourdine’s paintings will face no export delays or restrictions. The Minister also confirmed that they were beginning to build a digital portal so that all artists across Morocco can self-report and declare the exports of their paintings so that there will be no delays for any painters in Morocco in the not so distant future.  We couldn’t be more thrilled with this result. The artisan team and the minister posing with the Pet Lobby campaign paintings. We owe the deepest gratitude and patience to all of our supporters who commissioned their paintings. While we didn’t get your paintings to you by the 2021 holiday season (lol sorry, not even close), we eventually did get the change we sought, and we’ll be sending your paintings out in the next Ultimately, none of this would’ve been possible without the support of all of our customers. By purchasing through Anou, rather than just another middleman or foreigner. Through Anou, Morocco’s artisan community gains not just better income, but tangible power to change Morocco’s craft economy for the better. The more sales we generate, the more power the artisan community has to create more needed change like we’ve seen today and ensure that the best days of Moroccan craft are always ahead of it. And finally, our deepest thanks to Minister Mehdi Bensaid and Advisor Abdellah Eid Nizar for being good sports about our initiative, meeting with artisans, listening to and taking their concerns seriously, and helping us solve this problem for once and all. And of course a big thanks to our pet activists for putting in a good cute fight. Pets and artisans for the win!",bs4
div,"Posted on October 22, 2021 by Anou under Behind The Scenes , Community , Initiatives , Vision",bs4
div,"Artisan leaders, Anou volunteers, and Moon (the cat) on the ground floor of the four story building we just acquired. In the beginning of 2020, Cafe Clock, one of the most famous restaurants in Morocco, donated some space in their new experiential shopping center to The Anou Cooperative. Their space was a beautiful traditional riad that shares walls with the Cafe Clock restaurant in Fez. Today, it is with incredibly deep gratitude for Cafe Clock and a constellation of many private Anou donors from around the world that we’re excited to announce The Anou Cooperative has acquired the entire riad from Cafe Clock. When we launched the Anou Cooperative many years ago, our vision was to restructure Morocco’s craft economy so that it works for artisans rather than against them. The acquisition of one of the most valuable retail properties in Fez is one of many more steps to come that embody our cooperative’s vision. The ancient medinas of Morocco were built with artisan hands and used to be home to countless artisans. Over the past several decades those artisans were replaced by middlemen, many of whom used their prized locations to exploit artisans. We believe that having an artisan community run and owned cooperative outright purchase such a beautiful building sends an important signal and pushes back against the status quo that too many have become comfortable with. Ultimately, The Anou Cooperative’s purchase will ensure that genuine artisans from across Morocco have a rent-free forever home where they can learn, design, work, and grow their businesses — all in the center of one of Morocco’s cultural and economic capitals. With purchasing the four-story building we now have quite a bit more work on top of the remaining store construction before we can officially open. While we can’t share too much about what is in store for the future, what we can share is that we’ll be redesigning the riad to support studios and training centers that will be accessible to all Anou artisans for free, particularly artisans in Fez. Equally exciting, we’ll be working with Rebecca Hoyes, a professor at Central Saint Martins to create Morocco’s premiere artist residency program to ensure the world’s best creative talent always pulses through our space and the wider Moroccan artisan community. Follow us on Instagram to keep up to date as we announce these developments in the near future. This dream would never have been possible without our donors and supporters. To every donor that made this happen, what more is there to say,  we literally bought a building. And equally, if not more important, we owe a huge thank you to anyone who ever purchased from Anou. There are many places where you can buy Moroccan craft, the best of which an artisan earns may earn a little more than what a middleman would pay. Instead, you purchased from Anou and enabled a marginalized community of artisans to transform Morocco’s crafts economy for the better. Thank you to you all. If you’re interested in supporting Anou’s long list of ambitious projects that will enable artisans to transform the fabric of Morocco’s craft economy, please do get in touch at hello@thanou.com.",bs4
div,"Posted on September 3, 2021 by Anou under Behind The Scenes , Design",bs4
div,"Since the very early days of Anou demand in the Moroccan rug sector has heavily focused on vintage rugs. Vintage rugs are generally defined by rugs that have faded colors with high organic color palettes. Most of what you find on Instagram or Etsy are of this ilk. Anou hasn’t focused on selling vintage rugs for four good reasons. First, we focus on living artisans and use craft to promote/increase artisan prosperity. Second, our focus is to instill a design culture within the artisan community that inspires artisans to create and design for the future. This is the opposite of the status quo which imprisons artisans to the past and tradition which leaves middlemen or non artisans to ‘contemporize’ their culture for market fit. Third, vintage rugs have no clear supply chain, meaning they can’t really be traced back to the actual artisan who made it despite what other people might post online. And lastly, if not most important, vintage rugs don’t really exist in the way that you think they do. When you see something labeled as vintage, what you’re often seeing are chemically washed rugs that use chemicals that have been banned by US rug washing facilities since the 1980’s. Chemicals that caused massive lung complications in workers in the US 40 years ago are still being used today in Morocco and no one really knows. As a result of this,  harsh non-degradable chemicals are poured right into the rivers and streams artisan communities depend on. An increasing number of streams in the Khenifra region, a large center of middlemen trade, now run with brine and are no longer potable. Is rug washing the reason for this? Not really because we can look to global warming for the cause. But what we do know is that year over year there is less potable water to go around, and we as a society have decided it is ok to pour harsh chemicals into the water that is left to meet market demand driven by the aesthetics of Etsy and Instagram. As a community owned and managed cooperative, we know all too well that the biggest problems facing vulnerable communities can genuinely only be solved by those very vulnerable communities. Vintage rugs are a case in point. Until now, there has been no change driven by middlemen or foreigners in this space because there are no financial incentives for them to change a really good business model. So, as with many problems facing the artisan community, it is up to artisans to solve it and Anou and the artisan community must do the work if we ever want this to change. We look forward to seeing captions of Instagram posts start to change as soon as we post this, but don’t let that fool you, words on Instagram aren’t change. So today we’re incredibly excited to show a sneak peek at some of the research and development behind the scenes at the Anou community & our partners at the Atlas Wool Supply Co. Cooperative Lfarah took the lead on this and has produced the best trial rug created thus far by the community and we felt the time was right to share the progress to date. When the rug arrived at Anou’s Fes store for inspection, artisan leaders Rachida (Cooperative Tiglmamin) and Naima (Cooperative Tighdouine) went to our friends at Riad Mabrouka to photograph this beautiful rug. Here are some of our favorite images: Photos by Naima of Cooperative Tighdouine (left) and Rachida of Cooperative Tiglmamin (right) Cooperative Lfarah created the fades and gradients of vintage rugs through the use of full exhaust dyes, sustainable mordants, and no chemicals. Further, this rug used pilot washing techniques to reduce water consumption by about 50% off of standard middlemen practices.  Even better, with our control over the dye process and color system, LFarah will be able to remake a nearly identical rug for any commission request if their customer requests it. Interested in placing a custom order of this rug? You can do so at Cooperative Lfarah’s online store . There is still an immense amount of work to be done to perfect this process. We’ve put a call out to Anou’s design mentors from around the world to help provide mentorship and guidance for groups across the community to practice and implement some of the techniques. This way we can ensure the dissemination of these techniques across the artisan community so there is no risk of such skills being used as leverage by middlemen over artisans.  Further, we’ve used our research to inform how we’ll build Moroccos’ first zero impact, closed loop rug washing facility at the Atlas Wool Supply Co mill (hint: the facility will be built on top of the factory.  As we make progress, we’ll be sure to announce it all here. A huge thank you is in order for everyone who has made a purchase from Anou and those who will make purchases in the future, this includes our individual customers as well as our larger partners. Each order you place, through the order itself or the contribution made from any purchase on Anou’s marketplace, enables the artisan community to make progress in this research…and hopefully, god willing, solve this problem once and for all. The Women of Cooperative LFarah at Work Custom Dye Work @ The Atlas Wool Supply Co Studio Cooperative of LFarah Preparing the Warp Figuring out how to blend gradient dyed wool. Fatima, President of Cooperative LFarah Leading the Way Complete!",bs4
div,"Posted on June 14, 2021 by Anou under Behind The Scenes , Features",bs4
div,"Over the past several months we’ve been working hard on our beta custom order system. Previously, when a customer had a rug custom made for them, most of the progress and data of the order sat in a system that was only accessible to the artisan team or Anou mentors. This meant custom order data and its progress had to be sent to artisans as well as the customer, which created more mistakes than we’d like to admit. Our old system pushed the limits of our technical capacity, but times have changed and our tech capacity is improving. Now when you start a custom order on Anou, all major interactions such as receiving a quote, paying for an order, and even shipping all happen directly between the customer and the artisan. Anou’s mentors and artisan team only get involved when there is a problem. Taking down barriers between artisans and customers Our favorite new feature is the progress feature. Whenever a custom order starts, artisans now have an easy way to directly submit progress photos and videos to the customer. Artisans can use Whatsapp or a simple browser to seamlessly share photos of their custom work. This wonderful new feature already allowed dozens of our current customers to follow the progress of their custom product in real time ! Since we launched our beta, artisans across the Anou community have sent over 1,400 progress photos to their customers . We’re also testing out fun ways to enable customer and artisan interaction. For example, we introduced a beta feature where customers can send emoji responses for each progress update which are sent directly to the artisan who submitted the progress update. Over 500 emojis have been sent to date directly to the phones of artisans! Why does this matter? First, this new feature fully automates the needless labor of all the middlemen you find on Instagram and elsewhere, who serve as a gatekeeper between artisans and their final customers. Second, it enables artisans to do the work of photographing and sharing themselves. This ensures they learn these valuable digital skills, especially in today’s online commerce landscape. These skills will remain once the order is fulfilled, and are one more step towards artisans’ business independence. Lastly, and perhaps most importantly, it enables artisans to create their own unfiltered content . Content that is true to their own vision, and that they can keep and reuse on their own social media accounts and soon, websites. For way too long, morccan craft-related content was made, owned and kept by intermediaries, not artisans. We believe putting artisans in charge of content production is long overdue. A real life example Our favorite updates lately have been from Association Tadighoust . The updates feature a mix of progress photos and touching videos of women working and singing traditional songs while making their rugs. Check out all the progress photos on our sample custom order page . Such spontaneous videos created by artisans themselves, shared directly with their customers who then send emojis of encouragement in return represent a joy that seems to have been missing from craft for some time. While there is always more work to be done, we couldn’t be more excited to be bringing some joy back into craft !",bs4
div,"Posted on May 14, 2021 by Anou under Artisan Products , Design , Meet the Cooperatives",bs4
div,"Association Afous Gafous weaves uniquely beautiful rugs. Their rugs are always handmade, and almost always dyed with natural dyes. The group is one of the most active groups on Anou , working hard to try and develop new designs and ideas to evolve their craft. One of the Afous Gafous’ rising stars in design, Zahra Amzil, was watching a traditional Amazigh film where the protagonist tries to set up a cooperative and visits many shops in their pursuit. Inspired by all the rugs shown, Zahra came up with an idea : mixing in designs from the film with inspiration of her own and a new technique (Zanafi style) she learned from a recent custom order. She immediately began to sketch the idea out on paper: Zahra’s initial sketch on paper She took the initial design and worked the Anou’s artisan mentors to figure out sizing and colors. She decided on using leftover yarns first to try out the idea. She ended up going with grey yarn for the design and a naturally dyed brown from onion shell for the base. With the specifics now figured out, she immediately got to work and made this first prototype at home: Zahra’s getting to work on her prototype A couple of weeks later, she finally finished the rug and posted the finished rug on Anou : When this rug sells, Zahra plans to use the money to buy all her children school supplies. More photos of Zahra’s new creation. Zahra is already thinking about making a variation of this rug using new colors. Encouraged by her first creative experience, she is already envisioning new designs which we are sure will make for beautiful rugs. Congrats Zahra on your beautiful new design ! We can’t wait to see more from you. Explore all creations from Association Afous Gafous in Ouarzazate, Morocco. – The Anou Artisans",bs4
div,"Posted on April 27, 2021 by Anou under Community , Meet the Cooperatives",bs4
div,"The genesis of this Series As we hope most of you know, at the core of our mission is a deep belief in removing all barriers between moroccan artisans and their customers all over the world. Usually, when we talk about this mission, the first thing that comes to mind is empowering artisans to get rid of predatory middlemen. And for a good reason, since it is indeed the main motivation that go Anou started. However, a less talked about aspect of our mission is encouraging artisans tell their stories directly , without filters or moderation. Why is this important ? Couldn’t we just have shared their stories in our own words ? Allowing artisans to tell their stories in their own words matters for a couple of reasons. First and most obviously, who better to tell the story than the people who live it every day ? Second and most importantly, it ties back to our long term goal of empowering artisans to become independent business owners. Storytelling is such an important part of how businesses are run in our time (and we could argue, in all times). So we want Anou artisans to develop the skills to tell their own stories. Introducing “Meet the Cooperative” For all the reasons above, we are very excited to introduce the first post of a new series featuring Anou artisans. In this series, our Marketing mentor at Anou will regularly interview some of our favorite cooperatives members. He will ask them about how they got started, the challenges they faced and what their hopes for the future were. For many of them, this is the first time anyone had asked about their life stories. The result is a series of raw and honest video interviews that we will share with you on Instagram first and then on the blog. For the very first post, we sat down with Aicha Bertal, president of Cooperative Asnli . If you’d rather watch the video, scroll down to the end of the post for the video interview with Aicha. Let’s go ! The region of Immouzer Marmoucha, where Cooperative Asnli is located Aicha Bertal, from Cooperative Asnli Youssef : Hello Aicha, I’m happy to have you with us. Could you please introduce yourself ? Aicha : Sure. I’m Aicha Bertal, born in 1987, married and mother of three. I’m the president of cooperative Asnli in Immouzer Marmoucha . Youssef : Could you tell us a bit about how you got started ? Aicha : When we arrived in Immouzer, we used to make rugs with a group of women, usually 3 or 4 women from neighbours and family. When we would finish our rugs, there were these people (middlemen) who would buy the rugs from us. So whenever we finished a rug, we would take it to the side of the rug for the middlemen to see it. They then would buy the rugs from us at a very low price. We kept working this way until one day we thought : Why not unite, start a cooperative, and find a way to market our products ? And this is what we did. During the early days of the cooperative, we continued working the old way (with middlemen), making rugs and selling them at a very low price. About 2 years ago, we came across Anou. Through it, we found out that our products were quite popular, the prices higher than we thought and soon our cooperative became well known. We started to sell, not only in Morocco, but abroad now ! This motivated us to make great efforts to improve our rugs, incorporate new designs into them and go forward with our craft. Black & White flatweave by Coop. Asnli White Beni Ourain by Coop. Asnli Youssef : A true success story ! And how was your experience working with the Anou team ? Aicha : We learned a lot. Before, we didn’t use to pay that much attention to the colors or the wool we used. Now, for each product we’re about to make, we make sure the colors go well together, and that the wool is of good quality. We also make sure that the rug won’t unravel later. Overall, we pay excellent attention to end up with a good quality rug. A problem we used to face is getting custom orders for a specific design. It was hard to us to translate that pattern on the rug. The calculations were difficult to get right. But now, thanks to Meriem’s plan (Anou’s production manager), we know how the rug is advancing. Now, we have almost 100% certainty about how the final rug is going to look like, and that the pattern will be correct. Using a plan made things so much easier. Youssef : This all sounds wonderful. Finally, what are your goals for the future ? Aicha : My goal, and that of all cooperative members, is to expand our cooperative and introduce it to as many people as possible. Most importantly, we want to be recognized for our hard work and we want this hard work to pay off for us . We want the cooperative to thrive ! Youssef : Thank you so much Aicha. Learn more We hope you enjoyed this little interview with Aicha ! If you’d like to know more about Asnli and view some of their beautiful designs, visit their page on Anou . Colored Beni Ourain Rug by Coop. Asnli White & Black Beni Ourain Rug by Coop. Asnli See you soon for episode #2 ! The video recording of the interview",bs4
div,"Posted on March 25, 2021 by Anou under Behind The Scenes , Initiatives , Vision",bs4
div,"The genesis of the Atlas Wool Supply Co. In response to finding toxic chemicals in dyes and materials artisans used in Morocco several years ago, The Anou Cooperative launched a trial initiative called the Atlas Wool Supply Co. Our goal was to provide artisans and the wider craft community in Morocco with high quality wool, dyes and other materials that were safe for artisans, their environment, and their customers . Since then, we have shipped tens of thousands of kilograms of wool and materials to artisans across Morocco. We’ve also developed deep expertise in wool, dyes, and their environmental impact gleaned from years of learning from mistakes, difficult lessons and trial and error. The world since then has changed as well. Rising global temperatures, rapid rates of land degradation and a global pandemic. This has pushed us to ask ourselves : how can we create material that is not only safe, but material that actually regenerates the land and environment where artisans live? Moving forward with Africa’s first carbon negative wool Today marks the next phase of the Atlas Wool Supply Co. This past week in the High Atlas Mountains, we broke ground on building Morocco’s only integrated wool and yarn mill that aims to become carbon negative. Tractor breaks ground for the upcoming Atlas Wool Supply Co. mill in Ait Bouguemez Set in Ait Bouguemez , the future mill is not only the first of its kind in Africa, it’s also the first significant economic project in the area . This matters because Ait Bouguemez belongs to a region usually forgotten in economic development initiatives, where employment opportunities are limited and heavily dependent on tourism. Water successfully found ! In parallel, in the upcoming weeks, we will also complete the construction of our carbon neutral dye studio , as well as a flagship yarn store in the old city of Fez. As construction continues, we will slowly be opening our physical and digital stores to a select number of (patient) customers willing to join this journey and take part as beta testers. If you’re interested in taking part, you can register on the Atlas Wool Supply Co website . As we work to our official launch later this year, we will continue to share our progress on the blog and via our newsletters. Please help us spread the word by forwarding our newsletters, sharing our Instagram content and website . Thank you to everyone who has contributed to the Atlas Wool Supply Co thus far and thank you for your continued support. – The Anou Artisans",bs4
div,"Posted on December 14, 2020 by Anou under Advice",bs4
div,"Moroccan vintage rugs don’t really exist. This simple fact is all you actually need to know when determining whether that person who is selling you a Moroccan vintage rug is fundamentally honest about what they do and the impact their work has on the artisan community. This alone should be the blog post, but let’s dive deep into the weeds of the vintage world and provide clarity about what vintage actually means. Common Sense The term vintage is used to refer to something from the past of high quality, something that represents the best of its kind from a certain era, and to some degree, a bit rare. While debateable, 20 years seems to be the consensus around when something becomes vintage. For Moroccan rugs that are actually older than 20 years, or pre 2000, they are often actual collector items collected by people who actually know. There is a direct correlation between the age of a rug and how likely it is to end up in an actual private collection. Older, vintage rugs are simply not going to end up on Instagram and Etsy at a price lower than what it actually takes artisans to weave a rug today. So how is it possible that Etsy and Instagram are seemingly endless feeds of vintage rugs? Something isn’t adding up. The Process of Rug Vintage-ification Looking at that endless list of rugs on Instagram and Etsy, it certainly looks like those rugs are really old. But the reality is that the faded, sun swept worn look is manufactured through a process that conceals both the rug’s actual origin and the people who made it. These vintage-ified rugs go through a multi-step process to achieve that look and feel. The first step is to have the rug made by living, existing artisans usually under the direction of your standard Moroccan ‘middleman’. The primary hubs where these rugs are made are in Khenifra, Kenitra and Taznakht. The artisans who make these rugs earn as little as 5 dirham a day and they sometimes may be a part of some loose collective of people, a cooperative in name only, or just weave at home. These artisans do not design. They are simply given print outs from Instagram and asked to remake the intricate and often time consuming designs you find online. The lack of jobs and opportunities in these areas is what drives artisans to work for less than 5% of minimum wage. What happens after the rug is made depends on the complexity of the middleman operation. It is important to note that the complexity tends to fall along gender lines. The vast majority of middlemen of rugs, are in fact women. Middlewomen-led supply chains of vintage rugs follow more simpler means of vintage-ification. A middlewoman will buy a rug from some other weaver, but before taking it instruct them to cover the rug in dirt, and then to walk over it in their home for a period of time and lay it out in the sun for an extended period of time. Dyes available for purchase by artisans are not of much quality (look for powdery bags of bright colors on images on Instagram) and are not light fast. So placing dirt on the rug and sun placement can get a rug to have a much older feel. Anou is well versed in this process because every cooperative we’ve banned from Anou for reselling rugs followed this process extensively. This was generally a tip that members of a cooperative we were working with were simply buying and reselling rugs on Anou. For middlemen, the process is often much more advanced. Once a rug is woven, the rug goes through an extensive washing process designed to stress and age the rug. Through a lot of extensive research, we’ve been able to reverse engineer these processes and have largely determined that there are two primary ways. The first is through the use of simple household bleach. The catch is that you need a lot of it. To replicate the vintage process through bleach, you often need to use a 1:1 water to bleach solution for one full wash interval of the rug. It can take 100 liters sometimes to fully soak a large wool rug, and each rug that goes through this process is washed 1-3 times on average. Keep in mind Bleach doesn’t bio decompose, so for every rug you see on Etsy and Instagram, that’s countless liters of bleach poured directly into the rivers that the artisans who made the rug depend on. The amount of times a rug is washed and goes through such a bleaching process can vary. Other chemicals, heavy in sulfur, can also be used to cut down time to create faded looks on rugs but increase the toxicity to levels we don’t quite understand. We’re still testing the effects of these other means. Ultimately, if you Google Moroccan rug washing and you’ll see people are wearing boots for a reason. Once a rug is dry, the rug then is often literally blow torched to burn out plastics that are often found in Morocan yarns and also helps promote color fading and the general feel of the rug. These processes aren’t necessarily a secret, there are ample videos on Youtube of people showing off this process on Youtube. Other Forms of Domestic Production With oceans of bleach and literal blow torches, how can such distortion be believed for so long? One reason why people might believe that all those vintage rugs on Etsy and Instagram are real is because one might assume that artisans still weave and weave things for their home and family. And as these rugs age they might get rid of them. This is correct. However, this alone doesn’t justify the vast volume of vintage rugs for many reasons. First, is that your average artisans doesn’t necessarily value traditional design and traditional materials. Visit rural areas where many rugs are produced, and their homes may be adorned with rugs, but those rugs will be made of cheap acrylics because these are cheaper and they are perceived to be modern. Second, traditional designs are much more complicated to make and require time and money to make. Today’s genuine artisans have neither, so they don’t naturally gravitate towards the complexity of traditional work. Even well off artisans often don’t touch traditional designs. The most successful cooperatives on Anou, who earn a meaningful wage don’t gravitate towards complexity of traditional designs without the coaching of a design mentor. The complex rugs that we perceive to be vintage and traditional are really of a bygone era because the generations that created these gallery quality rugs no longer exist. Since those generations, the market for traditional rugs and such designs has placed such a low value on them, that subsequent generations have not taken up the craft. The rather cruel irony is that in an age where Moroccan rugs are now a global phenomenon, the vintage-ifcation of rugs promoted by Instagram and Etsy have led to a commodification of Morocco’s culture and eroded any market that was once able to support the genuine product of traditional Moroccan rugs. Today’s intricate and traditional rug designs are made in the middleman supply chain made by people desperate for money. In other words, there are not enough people simply weaving memories in their home to support the stories sold on Instagram. Family Heirlooms The only place where genuine vintage rugs still exist are in people’s homes. These rugs are most often woven by family members who, with each passing year are more likely to have passed on. Let’s be real, no one holds on to anything for 20 year and gives it away without the breaking of some emotional attachment. So to think of the despair and grief a person or family must be going through to make a decision to sell or give away something made by previous generations is simply indescribable. In a poor remote town called Talsint, an area that once used to be one of the most prized rug producing areas of Morocco, the process of separating people from their cherished family heirlooms occurs in almost regular fashion. But it’s worse than you think. Every so often rug sellers descend into Talsint and knock on the doors looking for people in need and willing to sell their family’s rugs. And instead of money, families are so desperate they are willing to trade the rugs for cheap synthetic blankets and other basic essentials. The rugs they collect, all get loaded into a car, and are driven to a warehouse in Meknes and sold on some random Etsy account. When we see genuine vintage rugs the only story we can see is one of grief and despair. Entrenched Problems Finding a solution for this is incredibly complicated. Take your average Instagram seller of rugs. You might overlook an interesting pattern. These sellers claim that they are ending artisan exploitation, or that they enable you to buy direct from artisans, or even ignorantly claiming to be Everlane of Morocco. But look at their shops and the majority of what they will sell are actually vintage pieces. Some shops explicitly label them as vintage, or even more depressing, as family heirlooms. Look even closer, and you might notice that all the imagery of the rugs they sell are mixed with images of artisans, but a minority of those pictures actually show the artisan making what is being sold because most of the top selling product are vintage-ified rugs that weren’t made by the artisans they showcase. The sad reality is that many artisan cooperatives require immense amounts of time and training to meet specific levels of quality. As we discussed above, the generations of deep artisan skill has passed and it needs to be rebuilt. Instagram brands that are good at marketing can’t afford to do the real work of artisan development. So they supplement their business with selling vintage-ified rugs made by people they don’t even know, and then use the proceeds from what is exploitive labor to give back to a small community of their choosing. This creates the veneer of change, but instead simply accelerates the decline of the artisan community. Worse, the brands themselves don’t even know the damage they are creating. Anou does extensive work in verifying artisans and it is one of the hardest things we do. While we’ve now been doing this for nearly a decade, we still don’t always get it right. It is difficult, unglamorous work. The Solution Mohammed (not his real name) is an artisan within the Anou community and owns a beautiful workshop deep in the High Atlas. While Mohammed doesn’t make jewelry, he sells some replicas of traditional regional jewelry for tourists that pass by. The area where the workshop is located used to be home to one of Morocco’s largest jewish communities in the High Atlas Mountains and were renowned for their jewelry prowess. Every now and again, women from the area will come carrying pure silver jewelry crafted by the jewish communities that have since left. In desperate need of money they ask if Mohammed can hang the jewelry up on the wall and try to sell it to a tourist. Mohammed accepts the jewelry, says he’ll do what he can. After the woman leaves he puts the jewelry in a hidden box out of the eye of any tourist. Mohammed has no intention of ever selling them. He believes that the heritage of his homeland is not for sale and he waits to give the piece back to the woman when she is in a position to hold on to it. A hidden box isn’t a solution for obvious reasons but the reality is that there are no simple solutions. If we want to ensure that a woman in desperate need doesn’t have to sell precious family heirlooms then we need to address the systemic reason why the woman is in such a desperate situation to begin with. The woman doesn’t need a fanciful story, she needs something structural to change. In many ways the women who come to Mohammed’s workshop are a loose parable for the artisan community. Many artisans who are desperate for work are willing to work in obscurity for 5 dirham a day and sell off their most valuable asset — their culture and skill. Sellers on Instagram take the reality of artisans, hide it in a box where no one can see it. But instead of safe keeping, sellers just ignore the deeper rot and profit from an environment where artisans are willing to nearly work for free. Ultimately, the women in Mohammed’s area don’t have the clout or ability to create structural reform. The artisan community, however, if organized does. Etsy and Instagram sellers have proven they won’t do what is necessary to reform the artisan sector. 10% charity donations in return for selling vintage rugs is only accelerating artisan decline. As it unfortunately goes with all marginalized communities, real change will only come from the artisans themselves. This is why we believe the work behind Anou is so key. The artisan community’s long-term success in changing the sector though can be accelerated by you, the customer. When you buy rugs or craft, think critically about what is being sold and the stories surrounding it. Where possible, try and make sure you’re buying from genuine, artisan owned businesses, not people claiming to be helping artisans. Anou can be of help here. Alternatively, you can buy from some businesses that truly do support artisans. The difference here is that you have to do the work in understanding if the business brings deep added value to artisan communities. Running a Shopify/Etsy store, posting pictures on Instagram isn’t enough. As Anou has shown, artisans can do this too now. There isn’t enough margin in such standard businesses to genuinely support the development of the artisan community. If this is all too much to think through, just avoid people or business selling vintage Moroccan rugs or heirlooms. Lastly, change is dependent on sellers. It’s difficult to be self critical when you think you are doing good. But do the work of evaluating just how your business works and whether it is of benefit, and make the difficult changes that need to be made. And if you cannot make those changes, partner with those who are doing the work that is actually needed. The Future of Vintage A fair question to ask is whether creating rugs that look vintage is bad? Not necessarily. Styles will change, and artisans shouldn’t be locked into a specific way of finishing a rug. The problem is that as of today artisan and environmental ruin is hidden behind the term vintage. If buyers and sellers can bring research and transparency to the sector, it will open to the door for artisans to bring such styles to market in a way that benefits everyone. The Anou Cooperative has been hard at work trying to make sustainable washes available for the wider community and their customers. The first step to all of this, is to acknowledge the simple truth that vintage rugs as you think you know it do not exist. The second step is then to ensure that when buying rugs be sure to buy from artisans and ensure artisans are earning the full value for their work. It is only until artisans earn the full value for their work will they be willing to invest the creative development of their work. This blog post is long, but the solution at the end of the day is short. If we can just follow these simple steps, perhaps we can create a future where there is more excitement about the future of artisans who are living today rather than faceless knock-offs of a past that never existed. We fundamentally believe that this future is possible, and we hope you do too.",bs4
div,"Posted on March 16, 2020 by Anou under Behind The Scenes",bs4
div,"Last Updated: May 6th 2020 In the beginning of March we suspended most of our operations and froze shipments. This down period gave us time to assess the situation surrounding the pandemic and ensure that we put no artisan at risk. Such decisions are never easy, but it was made easier when many of our incredible supporters continued to place orders and custom orders even though the date when work would resume was uncertain. So to all of you who made orders in the past couple of months — thank you. During this downtime, we spent time reconfiguring how Anou could resume operations in our new normal so that artisans could generate income but at minimal increased risk. Some the changes we’ve made or are in progress include: We’ve begun to work with our partners to develop drop off shipping at national post offices so artisans no longer need to wait in line or pay cash to ship products. We’ve also moved our dye facilities from Fes to a rural location. Due to the software we’ve developed, we can easily move our dye work and dye orders can be completed by members of single artisan family. Custom orders, or any other production, will be restricted to single homes. Cooperative buildings or meeting areas will not be able to be used until further notice pending government approval. Using software integrated with Whatsapp, artisans can just as easily update their customers from their home as they could from their cooperatives. We’ll maintain quality control checks on all our shipments by having artisans send their orders to a network including of our Fes HQ and artisan leader villages for inspection before shipments are turned over to our shipping partners for fulfillment. With these changes in place, our supporters may experience delays in their shipments and custom orders and our timelines may not be as precise.  Further, many of the shipping options we offer our customers are not available and at the time of writing we only can only ship priority. As shipping options come back online they will be updated in our checkout process. In the coming months, we’ll continue to invest in Anou’s technology to create a seamless experiences in our new normal. Thank you to all who have and will support Anou through this adjustment. Your support will enable us to get artisan businesses back to normal as quickly and safely as possible. Have questions for us? Just email us at hello@theanou.com",bs4
div,"Posted on January 7, 2020 by Anou under In The Media , Vision",bs4
